OBJECTID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,GNIS_ID,SOURCE,FAC_TYPE,TOT_STAFF,TOT_RES,BEDS,EXC_BEDS,OWNERSHIP,MEDICAIDID,MEDICAREID,STATELICID,SUPFACTYPE
510,11597472,UNCLASSIFIED,WATERBROOKE ASSISTED LIVING,910-653-6400,703 ELIZABETH STREET, ,TABOR CITY,NC,28463,2603,COLUMBUS,37047, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125044638,-78.8664657,34.1434112,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,80,0, , , ,HAL-024-010,ADULT CARE HOME
511,11597313,UNCLASSIFIED,CAROLINA CARE HOME 1,828-321-4272,4021 PISGAH ROAD, ,ANDREWS,NC,28901, ,CHEROKEE,37039, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,124723624,-83.8202533,35.1761885,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-020-001,ADULT CARE HOME
512,11597462,UNCLASSIFIED,CAROLINA CARE HOME 2,828-321-4272,4025 PISGAH ROAD, ,ANDREWS,NC,28901, ,CHEROKEE,37039, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,124723624,-83.8198954,35.1754621,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-020-002,ADULT CARE HOME
513,11597485,UNCLASSIFIED,HAPPY VALLEY RETIREMENT CENTER,910-425-6530,4124 PECAN DRIVE, ,HOPE MILLS,NC,28348,2423,CUMBERLAND,37051, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102714568,-78.9190499,34.9655587,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,29,0, , , ,HAL-026-004,ADULT CARE HOME
514,11597487,UNCLASSIFIED,HOPE MILLS RETIREMENT CENTER,910-425-6306,4217 ELK ROAD, ,HOPE MILLS,NC,28348,8483,CUMBERLAND,37051, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102863141,-78.925087,34.9797169,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,64,0, , , ,HAL-026-008,ADULT CARE HOME
515,11597489,UNCLASSIFIED,NUBBING HILL HEALTH CARE INCORPORATED DOING BUSINESS AS EASTOVER GARDENS,910-483-5027,7875 BURNETT ROAD, ,GODWIN,NC,28344, ,CUMBERLAND,37051, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125467570,-78.6815882,35.2293258,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,32,0, , , ,HAL-026-055,ADULT CARE HOME
516,11597430,UNCLASSIFIED,SAINT ANDREWS LIVING CENTER INCORPORATED,704-788-1018,246 CABARRUS AVENUE WEST, ,CONCORD,NC,28025,5152,CABARRUS,37025, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28204701,-80.5891584,35.4054337,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,56,0, , , ,HAL-013-006,ADULT CARE HOME
517,11597488,UNCLASSIFIED,SPIGNERS RESIDENTIAL CARE FACILITY 2,910-323-3332,610 MANN STREET, ,FAYETTEVILLE,NC,28301,6240,CUMBERLAND,37051, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,127885197,-78.8759993,35.03975,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,36,0, , , ,HAL-026-053,ADULT CARE HOME
518,11597491,UNCLASSIFIED,SPRING ARBOR OF THE OUTER BANKS,252-558-1243,803 BERMUDA BAY BOULEVARD, ,KILL DEVIL HILLS,NC,27948,9537,DARE,37055, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,769310090,-75.6710768,36.0083962,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.SPRINGARBORLIVING.COM/LOCATIONS/KILL-DEVIL-HILLS-NC.HTM, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,72,0, , , ,HAL-028-001,ADULT CARE HOME
519,11597490,UNCLASSIFIED,VALLEY PINES ADULT CARE,910-484-4429,2521 MURIEL DRIVE, ,FAYETTEVILLE,NC,28306,3213,CUMBERLAND,37051, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125451958,-78.9005184,35.0122535,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,23,0, , , ,HAL-026-052,ADULT CARE HOME
520,11597318,UNCLASSIFIED,HOPE REST HOME,910-483-7908,2967 DUNN ROAD, ,FAYETTEVILLE,NC,28312,8883,CUMBERLAND,37051, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,127887922,-78.7947805,35.0829097,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,20,0, , , ,HAL-026-042,ADULT CARE HOME
521,11597500,UNCLASSIFIED,AUTUMN VILLAGE INCORPORATED,910-298-5877,235 NORTH NC HIGHWAY 41, ,BEULAVILLE,NC,28518, ,DUPLIN,37061, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102378642,-77.7665236,34.930755,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,88,0, , , ,HAL-031-014,ADULT CARE HOME
522,11597513,UNCLASSIFIED,CAMELLIA GARDENS,919-544-0257,5010 SOUTH ALSTON AVENUE, ,DURHAM,NC,27713,4425,DURHAM,37063, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,767449642,-78.8864594,35.8906227,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,81,0, , , ,HAL-032-071,ADULT CARE HOME
523,11597501,UNCLASSIFIED,DAY SPRING ASSISTED LIVING,910-285-9050,4026 SOUTH NC HIGHWAY 11, ,WALLACE,NC,28466,6110,DUPLIN,37061, , , , ,1262131200000,PHONE,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125346018,-77.9762,34.7478045,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,80,0, , , ,HAL-031-010,ADULT CARE HOME
524,11597335,UNCLASSIFIED,EDEN SPRING LIVING CENTER,919-544-0874,3812 BOOKER AVENUE, ,DURHAM,NC,27713,1126,DURHAM,37063, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17134602,-78.9069838,35.9506657,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,19,0, , , ,HAL-032-073,ADULT CARE HOME
525,11597512,UNCLASSIFIED,ENO POINTE ASSISTED LIVING,919-479-5652,5600 NORTH ROXBORO ROAD, ,DURHAM,NC,27712,1426,DURHAM,37063, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17080807,-78.9088434,36.0944422,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,147,0, , , ,HAL-032-001,ADULT CARE HOME
526,11597502,UNCLASSIFIED,GOLDEN CARE,910-285-5352,4002 SOUTH NC HIGHWAY 41, ,WALLACE,NC,28466, ,DUPLIN,37061, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125347669,-77.8791374,34.7908231,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, ,2505794,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,30,0, , , ,HAL-031-003,ADULT CARE HOME
527,11597503,UNCLASSIFIED,ROSEMARY REST HOME,910-289-2435,535 SOUTH SYCAMORE STREET, ,ROSE HILL,NC,28458,8716,DUPLIN,37061, , , , ,1262131200000,PHONE,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102376776,-78.0194975,34.8196323,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,45,0, , , ,HAL-031-015,ADULT CARE HOME
528,11597504,UNCLASSIFIED,WALLACE GARDENS,910-285-7881,1052 NORTHEAST RAILROAD STREET, ,WALLACE,NC,28466,9210,DUPLIN,37061, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125342591,-78.0005386,34.7496593,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,64,0, , , ,HAL-031-016,ADULT CARE HOME
529,11597505,UNCLASSIFIED,WINDHAM HALL INCORPORATED,910-296-0333,323 COOPER STREET, ,KENANSVILLE,NC,28349,9709,DUPLIN,37061, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102862618,-77.9700974,34.9634247,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,80,0, , , ,HAL-031-006,ADULT CARE HOME
530,11558912,UNCLASSIFIED,ARBOR ACRES UNITED METHODIST RETIREMENT COMMUNITY,336-724-7921,1240 ARBOR ROAD, ,WINSTON SALEM,NC,27104,1106,FORSYTH,37067, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623110,NURSING HOMES,17049713,-80.2653804,36.1173922,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.ARBORACRES.ORG/, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,137,0, , , ,NH0378,NURSING HOME
531,11558915,UNCLASSIFIED,BRITTHAVEN OF KERNERSVILLE,336-996-4038,728 PINEY GROVE ROAD, ,KERNERSVILLE,NC,27284,2335,FORSYTH,37067, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623110,NURSING HOMES,17047227,-80.0693785,36.1366487,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,"HTTP://WWW.BRITTHAVEN.COM/INDEX.JSP?SEC=NC&CITY=KERNERSVILLE,%20NC", ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,92,0, , , ,NH0256,NURSING HOME
532,11597322,UNCLASSIFIED,BROOKSTONE TERRACE OF CLEMMONS,336-766-5000,4430 CLINARD ROAD, ,CLEMMONS,NC,27012,8487,FORSYTH,37067, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17070876,-80.3921075,36.0171653,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,40,0, , , ,HAL-034-086,ADULT CARE HOME
533,11597507,UNCLASSIFIED,CAROLINA HOUSE OF DURHAM,919-479-9966,4434 BEN FRANKLIN BOULEVARD, ,DURHAM,NC,27704,2187,DURHAM,37063, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,23231902,-78.8893138,36.0468296,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.BROOKDALELIVING.COM/CAROLINA-HOUSE-OF-DURHAM.ASPX, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,119,0, , , ,HAL-032-065,ADULT CARE HOME
534,11558916,UNCLASSIFIED,CLEMMONS NURSING AND REHABILITATION CENTER,336-766-9158,3905 CLEMMONS ROAD, ,CLEMMONS,NC,27012,8479,FORSYTH,37067, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623110,NURSING HOMES,17070528,-80.3919646,36.0183694,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,120,0, , , ,NH0404,NURSING HOME
535,11597522,UNCLASSIFIED,CLEMMONS VILLAGE I,336-766-2990,6401 HOLDER ROAD, ,CLEMMONS,NC,27012,9207,FORSYTH,37067, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17061703,-80.3821608,36.0703935,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.REALPAGESSITES.COM/CLEMMONSVILLAGE/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-034-021,ADULT CARE HOME
536,11597511,UNCLASSIFIED,ELLISON REST HOME,919-544-3714,100 ELLISON DRIVE, ,DURHAM,NC,27713,9751,DURHAM,37063, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17097388,-78.9382234,35.8955018,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,29,0, , , ,HAL-032-002,ADULT CARE HOME
537,11597531,UNCLASSIFIED,ELMS AT TANGLEWOOD,336-766-2131,3750 HARPER ROAD, ,CLEMMONS,NC,27012,8682,FORSYTH,37067, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,778007390,-80.4052982,36.0257613,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.ELMSATTANGLEWOOD.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,104,0, , , ,HAL-034-085,ADULT CARE HOME
538,11597527,UNCLASSIFIED,FORSYTH VILLAGE,336-661-0850,5100 LANSING DRIVE, ,WINSTON SALEM,NC,27105,3115,FORSYTH,37067, , , , ,1257465600000,ALT REF,1257465600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17124034,-80.2070843,36.1503698,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.FORSYTHVILLAGE.ORG/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-034-084,ADULT CARE HOME
539,11558917,UNCLASSIFIED,GRACE HEALTHCARE OF WINSTON SALEM,336-724-2821,1900 WEST FIRST STREET, ,WINSTON SALEM,NC,27104,4220,FORSYTH,37067, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623110,NURSING HOMES,125491157,-80.2725105,36.0959012,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,230,0, , , ,NH0125,NURSING HOME
540,11597518,UNCLASSIFIED,HERITAGE CARE OF ROCKY MOUNT,252-977-6199,1650 COKEY ROAD, ,ROCKY MOUNT,NC,27801,6925,EDGECOMBE,37065, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,109858920,-77.7792941,35.9220089,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,126,0, , , ,HAL-033-005,ADULT CARE HOME
541,11558918,UNCLASSIFIED,HERITAGE HEALTHCARE OF HIGH POINT,336-869-3524,3830 NORTH MAIN STREET, ,HIGH POINT,NC,27265,1126,FORSYTH,37067, , , , ,1262217600000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES,778001616,-80.0476478,36.0145771,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,100,0, , , ,NH0021,NURSING HOME
542,11597530,UNCLASSIFIED,KERNER RIDGE ASSISTED LIVING,336-993-1881,250 HOPKINS ROAD, ,KERNERSVILLE,NC,27284,9314,FORSYTH,37067, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,778236001,-80.0973633,36.115008,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.RIDGECARE.COM/COMMUNITYKERNERRIDGE.HTM, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,66,0, , , ,HAL-034-058,ADULT CARE HOME
543,11558919,UNCLASSIFIED,LUTHERAN HOME - WINSTON-SALEM,336-595-2166,5350 OLD WALKERTOWN ROAD, ,WINSTON SALEM,NC,27105,2060,FORSYTH,37067, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623110,NURSING HOMES,17043912,-80.1893897,36.1604738,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.LUTHERANHOMESALISBURY.NET/NURSING_WINSTONSALEM.ASP, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,217,0,NON-PROFIT, , ,NH0058,NURSING HOME
544,11597786,UNCLASSIFIED,MAPLE HEIGHTS REST HOME,336-599-1255,2251 SALLIES LANE, ,WINSTON SALEM,NC,27106,8613,FORSYTH,37067, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17041997,-80.3107357,36.1819107,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,34,0, , , ,HAL-073-010,ADULT CARE HOME
545,11558920,UNCLASSIFIED,OAK FOREST HEALTH AND REHABILITATION,336-776-5000,5680 WINDY HILL DRIVE, ,WINSTON SALEM,NC,27105,1425,FORSYTH,37067, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623110,NURSING HOMES,17041380,-80.2623718,36.1950474,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.SANSTONEHEALTH.COM/OAKFOREST, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,170,0, , , ,NH0548,NURSING HOME
546,11558921,UNCLASSIFIED,SALEMTOWNE,336-767-8130,1000 SALEMTOWNE DRIVE, ,WINSTON SALEM,NC,27106,3294,FORSYTH,37067, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES,112070280,-80.2866798,36.1561459,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.SALEMTOWNE.ORG/, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,130,0, , , ,NH0154,NURSING HOME
547,11597506,UNCLASSIFIED,SEASONS AT SOUTHPOINT,919-484-8518,1002 EAST NC HIGHWAY 54, ,DURHAM,NC,27713,2145,DURHAM,37063, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17135077,-78.920151,35.9057488,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.SEASONSATSOUTHPOINT.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,51,0, , , ,HAL-032-015,ADULT CARE HOME
548,11597514,UNCLASSIFIED,SOUTH POINT MANOR,919-361-0721,3218 NC HIGHWAY 55, ,DURHAM,NC,27713,1599,DURHAM,37063, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,768269103,-78.8885788,35.9348535,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,29,0, , , ,HAL-032-072,ADULT CARE HOME
549,11597515,UNCLASSIFIED,SPRING ARBOR OF DURHAM,919-766-9938,4523 HOPE VALLEY ROAD, ,DURHAM,NC,27707,5613,DURHAM,37063, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,767447361,-78.9535914,35.9257415,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://SPRINGARBORLIVING.COM/LOCATIONS/DURHAM-NC.HTM, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-032-013,ADULT CARE HOME
550,11558923,UNCLASSIFIED,SPRINGFIELD CARE CENTER OF FORSYTH,336-767-2750,5755 SHATTALON DRIVE, ,WINSTON SALEM,NC,27105,1332,FORSYTH,37067, , , , ,1262908800000,ALT REF,1262908800000,MANUAL,623110,NURSING HOMES,17042855,-80.2819783,36.1710449,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.FORSYTHMEDICALCENTER.ORG/SITE/LOCATIONS/SPRINGWOOD_CARE/#TABSSTATE=OVERVIEW_TAB, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,200,0, , , ,NH0423,NURSING HOME
551,11558924,UNCLASSIFIED,THE OAKS AT FORSYTH,336-768-2211,901 BETHESDA ROAD, ,WINSTON SALEM,NC,27103,3015,FORSYTH,37067, , , , ,1262908800000,PHONE,1262908800000,MANUAL,623110,NURSING HOMES,125500564,-80.2932965,36.0769574,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.FORSYTHMEDICALCENTER.ORG/SITE/LOCATIONS/THE_OAKS_AT_FORSYTH/#TABSSTATE=OVERVIEW_TAB, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,151,0, , , ,NH0439,NURSING HOME
552,11597689,UNCLASSIFIED,BROOKRIDGE RETIREMENT COMMUNITY,336-759-1044,1199 HAYES FOREST DRIVE, ,WINSTON SALEM,NC,27106,3377,FORSYTH,37067, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17045679,-80.2848415,36.1445014,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.BROOKRIDGECOMMUNITY.ORG/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,30,0, , , ,HAL-058-001,ADULT CARE HOME
553,11597525,UNCLASSIFIED,KAPSON DANBY LIMITED LIABILITY COMPANY DOING BUSINESS AS THE HOMESTEAD,336-659-0708,3150 BURKE MILL ROAD, ,WINSTON SALEM,NC,27103,6431,FORSYTH,37067, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,778010363,-80.3033935,36.0560143,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,100,0, , , ,HAL-034-032,ADULT CARE HOME
554,11558913,UNCLASSIFIED,PRINCE NURSING CARE CENTER AT BROOKRIDGE,336-759-1044,1199 HAYES FOREST DRIVE, ,WINSTON SALEM,NC,27106,3377,FORSYTH,37067, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES,17045679,-80.2848467,36.1444608,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.BROOKRIDGECOMMUNITY.ORG/, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,121,0, , , ,NH0067,NURSING HOME
555,11597535,UNCLASSIFIED,SHULER HEALTH CARE INCORPORATED - CRANE VILLA,336-996-0772,250 PITTS STREET, ,KERNERSVILLE,NC,27284,2670,FORSYTH,37067, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17048237,-80.0683203,36.1320244,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://SHULERHEALTHCARE.COM/COMMUNITY/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-034-009,ADULT CARE HOME
556,11597536,UNCLASSIFIED,SHULER HEALTH CARE INCORPORATED - PHILLIPS VILLA,336-996-0772,250 PITTS STREET, ,KERNERSVILLE,NC,27284,2670,FORSYTH,37067, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17048237,-80.0687391,36.1318461,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://SHULERHEALTHCARE.COM/COMMUNITY/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-034-010,ADULT CARE HOME
