Facility_Type,Facility_Number,Facility_Name,Licensee,Facility_Administrator,Facility_Telephone Number,Facility_Address,Facility_City,Facility_State,Facility_Zip,County_Name,Regional_Office,Facility_Capacity,Facility_Status,License_First_Date,Closed_Date
RESIDENTIAL CARE ELDERLY,361880834,I AM SENIOR HOME 1,"I AM HOME HEALTHCARE SERVICES, LLC","METU ALOZIE, CHIOMA V",(760) 493-1852,13560 COBALT ROAD,VICTORVILLE,CA,92392,SAN BERNARDINO,18,6,LICENSED,11/7/2019,
RESIDENTIAL CARE ELDERLY,342700264,I LOVE YOU DAD,EMILIA ARDELEAN,"ARDELEAN, EMILIA",(916) 529-3930,6613 TRILBY COURT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,27,6,LICENSED,1/23/2018,
RESIDENTIAL CARE ELDERLY,347005735,I LOVE YOU MOM,"GERGI, EDUARD D","GERGI, EDUARD D",(916) 807-4319,6809 MELLODORA DRIVE,ORANGEVALE,CA,95662,SACRAMENTO,27,6,CLOSED,10/31/2016,6/30/2017
RESIDENTIAL CARE ELDERLY,415600934,ICARE,"MIRANDA-SUNGA, SHERYLL APHRILLE V.","MIRANDA-SUNGA, SHERYLL APH",(650) 243-8889,714 SOUTHWOOD DRIVE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,14,6,LICENSED,6/20/2016,
RESIDENTIAL CARE ELDERLY,157208786,ICARE LIVING ASSISTANCE,ICARE-USA LLC,"BACULI, WALTHER",(661) 547-9394,1131 SOUTH H STREET,BAKERSFIELD,CA,93304,KERN,24,6,LICENSED,8/21/2017,
RESIDENTIAL CARE ELDERLY,385600388,"IDA'S REST HOME, LLC","IDA'S REST HOME,LLC","YEE, MARGARET J.",(415) 751-1029,612 39TH AVENUE,SAN FRANCISCO,CA,94121,SAN FRANCISCO,14,11,LICENSED,7/26/2012,
RESIDENTIAL CARE ELDERLY,496801575,IDAHO CARE HOME,"RAMOS, CAROLINE & MICHAEL","RAMOS, CAROLINE",(707) 577-8233,3439 IDAHO DRIVE,SANTA ROSA,CA,95405,SONOMA,21,6,LICENSED,11/18/2004,
RESIDENTIAL CARE ELDERLY,347003466,IDALENE'S,"TOLBERT, DENISE","TOLBERT, DENISE",(916) 452-2202,4134 4TH AVENUE,SACRAMENTO,CA,95817,SACRAMENTO,27,4,CLOSED,9/19/2006,5/8/2015
RESIDENTIAL CARE ELDERLY,107206776,IDEAL CARE CENTERS,"IDEAL CARE CENTERS, INC.","IDONI, GREGORY A",(559) 275-2488,3618 W DAYTON AVE,FRESNO,CA,93722,FRESNO,24,6,LICENSED,2/2/2017,
RESIDENTIAL CARE ELDERLY,107206634,IDEAL HOME,"IDONI, GREGORY","IDONI, GREGORY",(559) 718-8857,3618 W. DAYTON AVE.,FRESNO,CA,93722,FRESNO,24,6,CLOSED,5/14/2013,2/1/2017
RESIDENTIAL CARE ELDERLY,198601988,IMAGO DEI HOME,"IMAGO DEI HOME, INC.",OLIVEROS CANDELA,(909) 529-6229,336 W. 2ND STREET,SAN DIMAS,CA,91773,LOS ANGELES,28,6,LICENSED,1/14/2016,
RESIDENTIAL CARE ELDERLY,347005680,IMMACULATE CARE HOME,"MUIRURI, MARYIMMACULATE","MUIRURI, MARYIMMACULATE",(916) 236-7339,8892 MONTEREY OAKS DRIVE,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,4/29/2016,
RESIDENTIAL CARE ELDERLY,197609113,IMMACULATE HEART OF DEVONSHIRE,"PASCASIO, JOEY","PASCASIO, JOEY",(818) 772-0219,20128 DEVONSHIRE ST,CHATSWORTH,CA,91311,LOS ANGELES,31,6,LICENSED,7/31/2017,
RESIDENTIAL CARE ELDERLY,75601476,IMMACULATE HEART RESIDENTIAL CARE,"A & H RESIDENTIAL CARE, INC.",HAROLD C. VERDUN,(925) 755-2750,2030 TIOGA PASS WAY,ANTIOCH,CA,94531,CONTRA COSTA,15,6,LICENSED,4/10/2009,
RESIDENTIAL CARE ELDERLY,79200291,IMMACULATE HOME AT WALNUT,"MKC HEALTH, LLC","CABATINGAN, GEORGINA G.",(925) 296-0128,435 WALNUT AVENUE,WALNUT CREEK,CA,94598,CONTRA COSTA,15,6,LICENSED,4/19/2013,
RESIDENTIAL CARE ELDERLY,79200957,IMMACULATE HOME AT WALNUT,"A&G HEALTH PRO, LLC","GERONIMO JR, NORBERTO G",(510) 229-0898,435 WALNUT AVENUE,WALNUT CREEK,CA,94598,CONTRA COSTA,15,6,PENDING,,
RESIDENTIAL CARE ELDERLY,75601544,IMMACULATE HOME AT WITHERS,"MKC HEALTH, LLC","CABATINGAN, GEORGINA G.",(925) 274-1527,3151 WITHERS AVENUE,LAFAYETTE,CA,94549,CONTRA COSTA,15,6,LICENSED,8/12/2011,
RESIDENTIAL CARE ELDERLY,79200961,IMMACULATE HOME AT WITHERS,"A&G HEALTH PRO, LLC","GERONIMO JR, NORBERTO G",(510) 229-0898,3151 WITHERS AVENUE,LAFAYETTE,CA,94549,CONTRA COSTA,15,6,PENDING,,
RESIDENTIAL CARE ELDERLY,197607854,IMPERIAL CARE,"IMPERIAL CARE, INC.",IRENE B. IMPERIAL,(562) 402-4444,18423 NORAN AVENUE,CERRITOS,CA,90703,LOS ANGELES,28,6,LICENSED,3/1/2010,
RESIDENTIAL CARE ELDERLY,315001548,IMPERIAL HOME CARE,IMPERIAL HOME CARE,"HANGANU, RODICA",(916) 772-6665,6040 BIG BEND DRIVE,ROSEVILLE,CA,95678,PLACER,27,6,CLOSED,9/30/2005,12/21/2018
RESIDENTIAL CARE ELDERLY,312700481,"IMPERIAL HOME ELDER CARE, LLC","IMPERIAL HOME ELDER CARE, LLC","ARAGON, LEILANI",(925) 922-4561,6040 BIG BEND DR,ROSEVILLE,CA,95678,PLACER,27,6,LICENSED,12/21/2018,
RESIDENTIAL CARE ELDERLY,197608866,IMPERIUM SENIOR LIVING LLC,"IMPERIUM SENIOR LIVING, LLC.","AYVAZYAN, SARGIS",(818) 731-6635,5236 OTIS AVENUE,TARZANA,CA,91356,LOS ANGELES,31,6,LICENSED,11/12/2015,
RESIDENTIAL CARE ELDERLY,197609607,IMPRESSIVE CARE,ARMINE ADRINE TAGARYAN,"TAGARYAN, ARMINE",(818) 517-6594,13302 ARMINTA STREET,NORTH HOLLYWOOD,CA,91605,LOS ANGELES,31,6,CLOSED,,4/19/2019
RESIDENTIAL CARE ELDERLY,197609309,IMPRESSIVE CARE,IMPRESSIVE CARE INC,"TAGARYAN, ARMINE ADRINE",(818) 517-6594,7033 VAN NOORD AVENUE,NORTH HOLLYWOOD,CA,91605,LOS ANGELES,31,6,CLOSED,,2/12/2018
RESIDENTIAL CARE ELDERLY,366412447,IMS HOME INC,IMS HOME INC.,NORBERTO O. MARTINEZ,(760) 948-6835,7441 11TH AVE,HESPERIA,CA,92345,SAN BERNARDINO,18,6,CLOSED,3/22/2007,6/26/2015
RESIDENTIAL CARE ELDERLY,197609877,IN HOME CARE CENTER,IN HOME CARE CENTER INC,"DOVLATYAN, KRISTINE",(747) 998-7577,9023 GAVIOTA AVE,NORTH HILLS,CA,91343,LOS ANGELES,31,6,LICENSED,10/7/2019,
RESIDENTIAL CARE ELDERLY,197608374,"IN HONOR OF OUR PARENTS, INC.","IN HONOR OF OUR PARENTS, INC.",ANGELA LOVE,(323) 296-7816,1317 W. 40TH PLACE,LOS ANGELES,CA,90037,LOS ANGELES,28,6,LICENSED,7/25/2012,
RESIDENTIAL CARE ELDERLY,347002482,IN LOVING HANDS CARE HOME,"SFERDIAN, STEVE","SFERDIAN, STEVE",(916) 723-8110,7709 CHIPMUNK WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,27,6,LICENSED,2/3/2004,
RESIDENTIAL CARE ELDERLY,347004196,IN LOVING HANDS CARE HOME II,FLORICA & STEVE SFERDIAN,FLORICA SFERDIAN,(916) 792-7664,7710 CHIPMUNK WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,27,6,LICENSED,1/12/2009,
RESIDENTIAL CARE ELDERLY,15601291,INDEPENDENCE HOME CARE,"PADILLA, STEPHANIE","PADILLA, STEPHANIE",(925) 462-2287,2318 TANAGER DRIVE,PLEASANTON,CA,94566,ALAMEDA,15,6,LICENSED,4/19/2007,
RESIDENTIAL CARE ELDERLY,306001050,INDEPENDENT CARE SERVICE-NO.2,"LARKIN, DAISY S.",DAISY S. LARKIN,(714) 544-4381,18092 17TH ST,TUSTIN,CA,92780,ORANGE,22,6,LICENSED,10/4/1999,
RESIDENTIAL CARE ELDERLY,197609325,INDEPENDENT ENTERPRISE HEALTH CARE INC,INDEPENDENT ENTERPRISE HEALTH CARE INC,"DURANDO, JAMES",(661) 917-4380,36722 ROSE ST,PALMDALE,CA,93552,LOS ANGELES,31,6,LICENSED,5/3/2018,
RESIDENTIAL CARE ELDERLY,197600946,INDEPENDENT ENTERPRISES,"MERRILL, R. & DURANDO, D., GENERAL PARTNERSHIP","DURANDO, DONNA",(661) 285-4038,36722 ROSE ST.,PALMDALE,CA,93552,LOS ANGELES,31,6,CLOSED,10/1/1996,5/3/2018
RESIDENTIAL CARE ELDERLY,198602210,INDIAN PEAK MANOR,"TORRE, RICARDO DELA","TORRE, RICARDO DELA",(424) 206-2292,27102 INDIAN PEAK ROAD,RANCHO PALOS VERDES,CA,90274,LOS ANGELES,11,6,LICENSED,7/24/2017,
RESIDENTIAL CARE ELDERLY,197608313,INDIAN SUMMER PLACE,"INDIAN SUMMER PLACE, INC.",SAMIEPER DUQUE,(626) 333-4027,1146 INDIAN SUMMER AVENUE,LA PUENTE,CA,91744,LOS ANGELES,28,6,LICENSED,10/5/2012,
RESIDENTIAL CARE ELDERLY,347000702,INDOCARE HOUSE 1,"INDOCARE, LLC","LOMENDEHE, PAUL",(916) 682-5461,8278 NEWFIELD CIRCLE,SACRAMENTO,CA,95828,SACRAMENTO,27,6,LICENSED,10/3/1996,
RESIDENTIAL CARE ELDERLY,342700585,INDOCARE HOUSE 2,INDOCARE LLC,"LOMENDEHE, PAUL",(916) 686-1253,8604 BANFF VISTA DR,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,12/30/2019,
RESIDENTIAL CARE ELDERLY,306005723,INFINITE LOVE RESIDENCE 1,INFINITE LOVE RESIDENCE INC,"ADOLFO, GIANNINA MARIE",(714) 485-2459,4451 SOUTHERN POINTE LANE,YORBA LINDA,CA,92886,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,306005724,INFINITE LOVE RESIDENCE 2,INFINITE LOVE RESIDENCE 2,"ADOLFO, GIANNINA MARIE",(714) 485-2459,20098 LIVORNO LANE,YORBA LINDA,CA,92886,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,197608984,INFINITY ELDER CARE INC,INFINITY ELDER CARE INC,DIVINIA C. CRUZ,(818) 813-1736,9253 BALCOM AVE,NORTHRIDGE,CA,91325,LOS ANGELES,31,6,LICENSED,7/26/2016,
RESIDENTIAL CARE ELDERLY,306004058,INFINITY HOME CARE,"LUCACIU, DINA",DINA LUCACIU,(949) 859-6019,26051 CAMINO ADELANTO,MISSION VIEJO,CA,92691,ORANGE,22,6,LICENSED,5/27/2009,
RESIDENTIAL CARE ELDERLY,405801600,INGLESIDE ASSISTED LIVING INC.,INGLESIDE ASSISTED LIVING,WILLIAM VAUGHN,(805) 460-6541,10630 WEST FRONT ROAD,ATASCADERO,CA,93422,SAN LUIS OBISPO,29,16,LICENSED,11/12/2008,
RESIDENTIAL CARE ELDERLY,405801911,INGLESIDE BY THE LAKE,SHIRLEY M. BARRATT,SHIRLEY BARRATT,(805) 460-6494,9375 MOUNTAIN VIEW DRIVE,ATASCADERO,CA,93422,SAN LUIS OBISPO,29,6,LICENSED,2/10/2014,
RESIDENTIAL CARE ELDERLY,366402471,INGLESIDE LODGE,"OUR LADY OF THE DESERT, INC.","NEWELL, WILLIAM H.",(760) 228-1180,55747 MT. VIEW TRAIL,YUCCA VALLEY,CA,92284,SAN BERNARDINO,18,15,LICENSED,12/16/1998,
RESIDENTIAL CARE ELDERLY,405801954,INGLESIDE PARK ASSISTED LIVING LLC,"INGLESIDE PARK ASSISTED LIVING, LLC.",WILLIAM RANDALL VAUGHN,(805) 460-7039,9220 MOUNTAIN VIEW DRIVE,ATASCADERO,CA,93422,SAN LUIS OBISPO,29,11,LICENSED,10/14/2014,
RESIDENTIAL CARE ELDERLY,496803881,INGRID MILLS,"MILLS, INGRID F. MILLS, GREGORY H.","MILLS, INGRID",(707) 326-4070,217 HENDLEY STREET,SANTA ROSA,CA,95404,SONOMA,21,3,PENDING,,
RESIDENTIAL CARE ELDERLY,336423703,INLAND EMPIRE ELDERLY CARE INC.,INLAND EMPIRE ELDERLY CARE INC.,JOHN COTOI,(951) 786-0106,6810 CORONADO WAY,RIVERSIDE,CA,92504,RIVERSIDE,18,6,CLOSED,10/15/2008,9/11/2018
RESIDENTIAL CARE ELDERLY,197609623,INN AT THE PARK VENTURA,VENTURA PARK MANAGEMENT LLC,JAQUELINE BELTRAN,(818) 884-7100,21200 VENTURA BLVD,WOODLAND HILLS,CA,91364,LOS ANGELES,31,200,LICENSED,6/6/2018,
RESIDENTIAL CARE ELDERLY,45002620,"INN AT THE TERRACES, THE","INN OPERATIONS, LP, THE; WESTMONT LIVING, INC.","FREUDENDAHL, TRACY",(858) 729-6720,2950 SIERRA SUNRISE TERRACE,CHICO,CA,95928,BUTTE,25,99,LICENSED,11/22/2017,
RESIDENTIAL CARE ELDERLY,71441237,INN OF WALNUT CREEK,"NESBIT, DEIRDRE","NESBIT, DEIRDRE",(925) 944-5237,208 SAN ANTONIO WAY,WALNUT CREEK,CA,94598,CONTRA COSTA,15,6,LICENSED,3/1/1995,
RESIDENTIAL CARE ELDERLY,197606791,"INN ON THE BOULEVARD RETIREMENT HOTEL, THE","INN ON THE BOULEVARD RETIREMENT HOTEL, INC., THE",MARGARET IM,(818) 509-9665,11201 VENTURA BOULEVARD,STUDIO CITY,CA,91604,LOS ANGELES,31,152,CLOSED,12/6/2006,3/27/2018
RESIDENTIAL CARE ELDERLY,336402005,INSPIRATIONS HOME CARE,"GARCIA, ROMULO L JR & GARCIA, NOELIA","GARCIA, NOELIA",(951) 735-6797,2755 THACKER DR,CORONA,CA,92881,RIVERSIDE,18,6,LICENSED,11/13/1997,
RESIDENTIAL CARE ELDERLY,336408220,INSPIRATIONS HOME CARE II,"GARCIA, NOELIA","GARCIA, NOELIA",(951) 549-1693,2800 COTTAGE DR,CORONA,CA,92881,RIVERSIDE,18,6,LICENSED,5/1/2003,
RESIDENTIAL CARE ELDERLY,336409060,INSPIRATIONS HOME CARE III,"GARCIA, NOELIA","GARCIA, NOELIA",(951) 898-8431,2685 COTTAGE DR,CORONA,CA,92881,RIVERSIDE,18,6,LICENSED,8/17/2004,
RESIDENTIAL CARE ELDERLY,336424203,INSPIRATIONS HOME CARE IV,INSPIRATIONS HOME CARE IV LLC,"GARCIA, ROMULO",(951) 870-5676,1540 HEARTLAND WAY,CORONA,CA,92881,RIVERSIDE,18,6,LICENSED,10/16/2009,
RESIDENTIAL CARE ELDERLY,336412126,INSPIRATIONS HOME CARE V,"GARCIA, NOELIA","GARCIA, NOELIA",(951) 898-1425,2865 COTTAGE DR,CORONA,CA,92881,RIVERSIDE,18,6,LICENSED,5/22/2006,
RESIDENTIAL CARE ELDERLY,336425776,INSPIRATIONS HOME CARE VI,INSPIRATIONS HOME CARE IV LLC,"GARCIA, ROMULO",(951) 870-5676,1117 CARTER LN,CORONA,CA,92881,RIVERSIDE,18,6,LICENSED,5/21/2013,
RESIDENTIAL CARE ELDERLY,336427426,INSPIRATIONS HOME CARE VII,INSPIRATIONS HOME CARE IV LLC,"GARCIA, DOMINIC",(951) 870-5676,1507 CHESTNUT CIR,CORONA,CA,92881,RIVERSIDE,18,6,LICENSED,11/21/2016,
RESIDENTIAL CARE ELDERLY,198603012,INSPIRED ELDERLY CARE LIVING,INSPIRED ELDERLY CARE LIVING,"GALLEGOS, LAURIE",(909) 240-1321,1438 E PORTNER STREET,WEST COVINA,CA,91791,LOS ANGELES,28,6,LICENSED,1/9/2019,
RESIDENTIAL CARE ELDERLY,336405884,INTEGRATED CARE COMMUNITIES - A1,"CALIFORNIA DRUG CONSULTANTS, INC.",EMELY C. RODRIGUEZ,(951) 601-9100,14265 NASON STREET,MORENO VALLEY,CA,92555,RIVERSIDE,18,22,LICENSED,11/29/2001,
RESIDENTIAL CARE ELDERLY,336405887,INTEGRATED CARE COMMUNITIES - A2,"CALIFORNIA DRUG CONSULTANTS, INC.",EMELY C. RODRIGUEZ,(951) 601-9190,14345 NASON STREET,MORENO VALLEY,CA,92555,RIVERSIDE,18,24,LICENSED,11/29/2001,
RESIDENTIAL CARE ELDERLY,336405885,INTEGRATED CARE COMMUNITIES - B1,"CALIFORNIA DRUG CONSULTANTS, INC.",EMELY C. RODRIGUEZ,(951) 601-9150,14295 NASON STREET,MORENO VALLEY,CA,92555,RIVERSIDE,18,20,LICENSED,11/29/2001,
RESIDENTIAL CARE ELDERLY,336405886,INTEGRATED CARE COMMUNITIES - B2,"CALIFORNIA DRUG CONSULTANTS, INC.",EMELY C. RODRIGUEZ,(951) 601-9170,14315 NASON STREET,MORENO VALLEY,CA,92555,RIVERSIDE,18,20,LICENSED,11/29/2001,
RESIDENTIAL CARE ELDERLY,247206253,INTEGRATED HEALTH CARE LLC,INTEGRATED HEALTH CARE LLC,"TIU, JERRY",(209) 383-4767,1503 ESPLANADE DRIVE,MERCED,CA,95348,MERCED,24,6,LICENSED,7/9/2009,
RESIDENTIAL CARE ELDERLY,306004800,"INTEGRITY GUEST HOME, INC.","INTEGRITY GUEST HOME, INC.",CATHERINE MENDOZA,(714) 995-3603,6576 CHRISTINE CIRCLE,BUENA PARK,CA,90620,ORANGE,22,6,LICENSED,9/15/2015,
RESIDENTIAL CARE ELDERLY,405800987,IRENE'S BOARD & CARE,"MARAVILLAS, ANGELITA O.",ANGELITA O. MARAVILLAS,(805) 227-0276,220 VIA PROMESA,PASO ROBLES,CA,93446,SAN LUIS OBISPO,29,6,LICENSED,12/15/2004,
RESIDENTIAL CARE ELDERLY,197600409,IRENE'S WOODLAND HILLS HOME II,"GONZALES, IRENE L.","GONZALES, IRENE",(818) 340-2422,6251 FALLBROOK AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,31,6,CLOSED,6/28/1995,4/1/2015
RESIDENTIAL CARE ELDERLY,197608068,IRENE'S WOODLAND HILLS HOME III,"GONZALES, IRENE L.",IRENE L. GONZALES,(818) 884-2925,6111 LOCKHURST DRIVE,WOODLAND HILLS,CA,91367,LOS ANGELES,31,6,CLOSED,4/5/2011,3/1/2015
RESIDENTIAL CARE ELDERLY,45001839,IRIS CARE HOME,"ANGHELUTA, NICOLETA","ANGHELUTA, NICOLETA",(530) 534-7996,4117 LOWER WYANDOTTE RD.,OROVILLE,CA,95966,BUTTE,25,8,LICENSED,3/20/2007,
RESIDENTIAL CARE ELDERLY,306005722,IRIS GUEST HOME,IRIS 8 LLC,BREVET DAO,(714) 507-8040,2702 NORTH BERKELY ST,ORANGE,CA,92864,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,315001439,IRIS HOME CARE,"MANGU, DANIELA AND HOREN","MANGU, DANIELA",(916) 205-3536,1302 HILLVIEW COURT,ROSEVILLE,CA,95661,PLACER,27,6,CLOSED,8/23/2004,10/8/2019
RESIDENTIAL CARE ELDERLY,342700684,IRIS HOME CARE,IRIS HOMECARE LLC,"ARDELEAN,EMELIA",(916) 730-7563,1302 HILLVIEW CT,ROSEVILLE,CA,95661,SACRAMENTO,27,6,LICENSED,10/8/2019,
RESIDENTIAL CARE ELDERLY,157203248,IRON MOUNTAIN SENIOR LIVING,"ST. DYMPHNA, INC.","PASCUA, EDMUND J.",(661) 654-0595,4510 IRON MOUNTAIN COURT,BAKERSFIELD,CA,93311,KERN,24,6,CLOSED,8/5/2005,1/14/2019
RESIDENTIAL CARE ELDERLY,306004376,IRVINE CARE HOME,TWIN BREEZE CORPORATION,CRISTINA EVANGELISTA,(949) 861-3178,41 BETHANY,IRVINE,CA,92603,ORANGE,22,6,LICENSED,1/31/2012,
RESIDENTIAL CARE ELDERLY,306000437,IRVINE COTTAGE,"DUPONT RESIDENTIAL CARE, INC.",GINA TIZON,(949) 653-0523,1 LONGSTREET,IRVINE,CA,92620,ORANGE,22,6,LICENSED,9/17/1996,
RESIDENTIAL CARE ELDERLY,306001887,IRVINE COTTAGE - M.V.,"DUPONT RESIDENTAL CARE, INC.",GINA TIZON,(949) 581-7691,26722 PEPITA,MISSION VIEJO,CA,92691,ORANGE,22,6,LICENSED,9/15/2003,
RESIDENTIAL CARE ELDERLY,306000535,IRVINE COTTAGE II,"DUPONT RESIDENTIAL CARE, INC",GINA MARZAN,(949) 654-1150,16 PORTER,IRVINE,CA,92620,ORANGE,22,6,LICENSED,2/10/1997,
RESIDENTIAL CARE ELDERLY,306000655,IRVINE COTTAGE III,"DUPONT RESIDENTIAL CARE, INC.",NESTOR DAYAO,(949) 653-2213,17 YORKTOWN STREET,IRVINE,CA,92620,ORANGE,22,6,LICENSED,9/3/1997,
RESIDENTIAL CARE ELDERLY,306000736,IRVINE COTTAGE IV,"DUPONT RESIDENTIAL CARE, INC.",NESTOR DAYAO,(949) 654-4764,7 PRINCETON,IRVINE,CA,92620,ORANGE,22,6,LICENSED,3/23/1998,
RESIDENTIAL CARE ELDERLY,306004029,IRVINE COTTAGE NO. 11,"DUPONT RESIDENTIAL CARE, INC.",ALEX VALE,(949) 533-5938,24172 VIA LUISA,MISSION VIEJO,CA,92691,ORANGE,22,6,LICENSED,1/9/2009,
RESIDENTIAL CARE ELDERLY,306004723,IRVINE COTTAGE NO. 12,"DUPONT RESIDENTIAL CARE, INC.",NESTOR V. DAYAO,(949) 725-1178,19105 SIERRA MAJORCA,IRVINE,CA,92603,ORANGE,22,6,LICENSED,8/5/2015,
RESIDENTIAL CARE ELDERLY,306004724,IRVINE COTTAGE NO.14,"DUPONT RESIDENTIAL CARE, INC.",NESTOR V. DAYAO,(949) 725-0748,19462 SIERRA CHULA,IRVINE,CA,92612,ORANGE,22,6,LICENSED,8/5/2015,
RESIDENTIAL CARE ELDERLY,306001104,IRVINE COTTAGE V,"DUPONT RESIDENTIAL CARE, INC.",ALEJANDRA VALLE,(949) 653-6114,2 BRANDYWINE,IRVINE,CA,92620,ORANGE,22,6,LICENSED,2/7/2000,
RESIDENTIAL CARE ELDERLY,306001238,IRVINE COTTAGE VI,"DUPONT RESIDENTIAL CARE, INC.",GINA TIZON,(949) 559-5082,7 MASLOW,IRVINE,CA,92620,ORANGE,22,6,CLOSED,12/21/2000,12/18/2018
RESIDENTIAL CARE ELDERLY,306005752,IRVINE COTTAGE #1,"CENTRAL COUNTY SENIOR SERVICES, LLC","VALLE, ALEJANDRA",(949) 653-0523,1 LONGSTREET,IRVINE,CA,92620,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,306003826,IRVINE COTTAGE #10,"DUPONT RESIDENTIAL CARE, INC.",GINA TIZON,(949) 458-6083,24332 SPARTAN ST.,MISSION VIEJO,CA,92691,ORANGE,22,6,LICENSED,1/29/2008,
RESIDENTIAL CARE ELDERLY,306005744,IRVINE COTTAGE #10,"CENTRAL COUNTY SENIOR SERVICES, LLC","VALLE, ALEJANDRA",(949) 458-6083,24332 SPARTAN ST,MISSION VIEJO,CA,92691,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,306005757,IRVINE COTTAGE #11,"CENTRAL COUNTY SENIOR SERVICES, LLC","NESBIT, MICHELLE",(949) 533-5938,24172 VIA LUISA,MISSION VIEJO,CA,92691,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,306005748,IRVINE COTTAGE #12,"CENTRAL COUNTY SENIOR SERVICES, LLC","TIZON, GERTRUDES",(949) 725-1178,19105 SIERRA MAJORCA,IRVINE,CA,92603,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,306005746,IRVINE COTTAGE #14,"CENTRAL COUNTY SENIOR SERVICES, LLC","TIZON, GERTRUDES",(949) 725-0748,19462 SIERRA CHULA,IRVINE,CA,92612,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,306005735,IRVINE COTTAGE #2,"CENTRAL COUNTY SENIOR SERVICES, LLC","WALTERS, KIMBERLY",(949) 654-1150,16 PORTER,IRVINE,CA,92620,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,306005751,IRVINE COTTAGE #3,"CENTRAL COUNTY SENIOR SERVICES, LLC","WALTERS, KIMBERLY",(949) 653-2213,17 YORKTOWN STREET,IRVINE,CA,92620,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,306005747,IRVINE COTTAGE #4,"CENTRAL COUNTY SENIOR SERVICES, LLC","VALLE, ALEJANDRA",(949) 654-4764,7 PRINCETON,IRVINE,CA,92620,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,306005745,IRVINE COTTAGE #5,"CENTRAL COUNTY SENIOR SERVICES, LLC","WALTERS, KIMBERLY",(949) 653-6114,2 BRANDYWINE,IRVINE,CA,92620,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,306005750,IRVINE COTTAGE #7,"CENTRAL COUNTY SENIOR SERVICES, LLC","NESBIT, MICHELL",(949) 581-7691,26722 PEPITA,MISSION VIEJO,CA,92691,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,306003824,IRVINE COTTAGE #8,"DUPONT RESIDENTIAL CARE, INC.",ALEHANDRA VALLE,(949) 654-4370,40 CYPRESS TREE LANE,IRVINE,CA,92612,ORANGE,22,6,LICENSED,4/10/2008,
RESIDENTIAL CARE ELDERLY,306005753,IRVINE COTTAGE #8,"CENTRAL COUNTY SENIOR SERVICES, LLC","VALLE, ALEJANDRA",(949) 654-4370,40 CYPRESS TREE LANE,IRVINE,CA,92612,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,306005749,IRVINE COTTAGE #9,"CENTRAL COUNTY SENIOR SERVICES, LLC","TIZON, GERTRUDES",(949) 533-5938,20271 ORCHID,NEWPORT BEACH,CA,92660,ORANGE,22,6,PENDING,,
RESIDENTIAL CARE ELDERLY,306004242,IRVINE COTTAGES NO. 9,"DUPONT RESIDENTAL CARE, INC.",MONINA DELA CRUZ,(949) 533-5938,20271 ORCHID,NEWPORT BEACH,CA,92660,ORANGE,22,6,LICENSED,7/22/2010,
RESIDENTIAL CARE ELDERLY,317005709,"ISAAC HOUSE, THE","ISAAC HOUSE LLC, THE","FISHER, CATHY J",(916) 521-5565,3737 SWEETWATER DRIVE,ROCKLIN,CA,95677,PLACER,27,6,LICENSED,10/21/2016,
RESIDENTIAL CARE ELDERLY,486803596,ISABEL CARE HOME,ISABEL'S CARE HOME LLC,"ICBAN, ANTONIO",(707) 554-3305,441 NORTH CAMINO ALTO,VALLEJO,CA,94590,SOLANO,21,6,CLOSED,10/21/2015,6/7/2017
RESIDENTIAL CARE ELDERLY,486801778,ISABEL CARE HOME,MARAVA CORPORATION,CHERYL AVARICIO,(707) 554-3305,441 NORTH CAMINO ALTO,VALLEJO,CA,94590,SOLANO,21,6,CLOSED,1/13/2006,10/21/2015
RESIDENTIAL CARE ELDERLY,342700169,ISABELLA'S RESIDENTIAL CARE HOME,"CARRASCO, MARIA D. & EUFRONIO D. CARRASCO, IV","CARRASCO, MARIA PAZ D",(916) 488-2757,3207 KAISER WAY,CARMICHAEL,CA,95608,SACRAMENTO,27,6,LICENSED,8/24/2017,
